year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_recovered,total_recovered,new_death,total_death,case_foreign,case_prison,case_walkin,case_new_prev,case_new_diff,death_new_prev,death_new_diff
2022,40,จันทบุรี,249,20675,249,20660,0,0,0,64,,,,,,,
2022,40,ฉะเชิงเทรา,530,41742,530,41737,0,0,0,117,,,,,,,
2022,40,ชลบุรี,1492,118256,1492,116427,0,0,4,479,,,,,,,
2022,40,ชัยนาท,53,4261,53,4261,0,0,0,9,,,,,,,
2022,40,ชัยภูมิ,249,20507,249,20506,0,0,3,75,,,,,,,
2022,40,ชุมพร,139,14576,139,14576,0,0,0,73,,,,,,,
2022,40,ตรัง,106,10385,106,10378,0,0,0,73,,,,,,,
2022,40,ตราด,112,9606,112,9484,0,0,2,125,,,,,,,
2022,40,ตาก,137,12029,134,11893,0,0,1,78,,,,,,,
2022,40,ทั้งประเทศ,28054,2439225,27987,2422341,4381,2478781,58,11131,67,80,27661,28467,-413,57,1
2022,40,นครนายก,267,12783,267,12783,0,0,0,98,,,,,,,
2022,40,นครปฐม,654,45880,654,45880,0,0,5,179,,,,,,,
2022,40,นครพนม,191,13923,191,13922,0,0,0,79,,,,,,,
2022,40,นครราชสีมา,532,48011,532,48007,0,0,0,376,,,,,,,
2022,40,นครศรีธรรมราช,862,79096,862,79095,0,0,2,243,,,,,,,
2022,40,นครสวรรค์,476,24365,476,24358,0,0,0,163,,,,,,,
2022,40,นนทบุรี,738,73637,738,73615,0,0,1,105,,,,,,,
2022,40,นราธิวาส,28,7894,28,7885,0,0,0,24,,,,,,,
2022,40,น่าน,218,12267,218,12264,0,0,0,32,,,,,,,
2022,40,บึงกาฬ,149,10412,149,10408,0,0,0,20,,,,,,,
2022,40,บุรีรัมย์,584,50035,584,50029,0,0,1,94,,,,,,,
2022,40,ปทุมธานี,422,43754,422,43743,0,0,1,230,,,,,,,
2022,40,ประจวบคีรีขันธ์,360,24042,360,23691,0,0,0,123,,,,,,,
2022,40,ปราจีนบุรี,336,25302,336,25298,0,0,0,114,,,,,,,
2022,40,ปัตตานี,64,11081,64,11036,0,0,0,86,,,,,,,
2022,40,พระนครศรีอยุธยา,295,35969,295,35969,0,0,1,132,,,,,,,
2022,40,พะเยา,54,6168,54,6168,0,0,0,57,,,,,,,
2022,40,พังงา,91,10276,90,9885,0,0,0,31,,,,,,,
2022,40,พัทลุง,371,24062,371,24062,0,0,0,96,,,,,,,
2022,40,พิจิตร,48,5940,48,5940,0,0,1,87,,,,,,,
2022,40,พิษณุโลก,302,20942,302,20942,0,0,0,97,,,,,,,
2022,40,ภูเก็ต,277,53726,242,44444,0,0,0,152,,,,,,,
2022,40,มหาสารคาม,407,28206,407,28199,0,0,0,111,,,,,,,
2022,40,มุกดาหาร,86,6901,86,6899,0,0,0,51,,,,,,,
2022,40,ยะลา,55,9808,55,9794,0,0,1,78,,,,,,,
2022,40,ยโสธร,101,13893,101,13890,0,0,0,103,,,,,,,
2022,40,ร้อยเอ็ด,696,40848,696,40844,0,0,0,236,,,,,,,
2022,40,ระนอง,129,10670,129,10613,0,0,0,25,,,,,,,
2022,40,ระยอง,576,42892,576,42859,0,0,2,194,,,,,,,
2022,40,ราชบุรี,681,41226,681,41225,0,0,0,199,,,,,,,
2022,40,ลพบุรี,170,16045,170,16041,0,0,0,224,,,,,,,
2022,40,ลำปาง,439,9979,439,9977,0,0,0,113,,,,,,,
2022,40,ลำพูน,77,1589,77,1588,0,0,3,45,,,,,,,
2022,40,ศรีสะเกษ,486,30499,486,30489,0,0,1,217,,,,,,,
2022,40,สกลนคร,355,21158,355,21156,0,0,0,149,,,,,,,
2022,40,สงขลา,606,36518,606,36381,0,0,0,145,,,,,,,
2022,40,สตูล,95,10686,93,10668,0,0,0,73,,,,,,,
2022,40,สมุทรปราการ,894,109313,894,108823,0,0,2,396,,,,,,,
2022,40,สมุทรสงคราม,55,13669,55,13669,0,0,0,75,,,,,,,
2022,40,สมุทรสาคร,718,58611,718,58610,0,0,0,146,,,,,,,
2022,40,สระบุรี,175,19722,175,19719,0,0,0,166,,,,,,,
2022,40,สระแก้ว,162,19714,162,19156,0,0,0,84,,,,,,,
2022,40,สิงห์บุรี,130,8344,130,8343,0,0,0,86,,,,,,,
2022,40,สุพรรณบุรี,589,34020,589,34015,0,0,0,161,,,,,,,
2022,40,สุราษฎร์ธานี,144,20449,143,19834,0,0,1,154,,,,,,,
2022,40,สุรินทร์,407,32874,407,32856,0,0,5,111,,,,,,,
2022,40,สุโขทัย,215,15892,215,15890,0,0,0,151,,,,,,,
2022,40,หนองคาย,419,23124,419,23003,0,0,0,77,,,,,,,
2022,40,หนองบัวลำภู,84,11321,84,11321,0,0,0,79,,,,,,,
2022,40,อ่างทอง,221,15906,221,15906,0,0,0,68,,,,,,,
2022,40,อำนาจเจริญ,85,7635,85,7631,0,0,0,35,,,,,,,
2022,40,อุดรธานี,350,29055,350,29032,0,0,0,200,,,,,,,
2022,40,อุตรดิตถ์,67,8797,67,8796,0,0,0,62,,,,,,,
2022,40,อุทัยธานี,173,10821,173,10821,0,0,1,102,,,,,,,
2022,40,อุบลราชธานี,464,41076,464,41058,0,0,0,294,,,,,,,
2022,40,เชียงราย,77,5844,77,5809,0,0,0,123,,,,,,,
2022,40,เชียงใหม่,406,36201,406,36132,0,0,3,304,,,,,,,
2022,40,เพชรบุรี,170,20093,170,20071,0,0,0,106,,,,,,,
2022,40,เพชรบูรณ์,108,12825,108,12822,0,0,2,59,,,,,,,
2022,40,เลย,352,17227,352,17226,0,0,0,128,,,,,,,
2022,40,แพร่,155,9411,155,9407,0,0,0,70,,,,,,,
2022,40,แม่ฮ่องสอน,39,2640,39,2640,0,0,0,38,,,,,,,
2022,40,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,41,กระบี่,29,12911,29,12618,0,0,1,113,,,,,,,
2022,41,กรุงเทพมหานคร,491,503689,491,501722,0,0,11,1441,,,,,,,
2022,41,กาญจนบุรี,2,27206,2,27156,0,0,0,164,,,,,,,
2022,41,กาฬสินธุ์,20,24461,20,24459,0,0,0,170,,,,,,,
2022,41,กำแพงเพชร,10,17278,10,17273,0,0,0,129,,,,,,,
2022,41,ขอนแก่น,38,57166,38,57144,0,0,0,177,,,,,,,
2022,41,จันทบุรี,48,20723,48,20708,0,0,0,64,,,,,,,
2022,41,ฉะเชิงเทรา,6,41748,6,41743,0,0,0,117,,,,,,,
2022,41,ชลบุรี,154,118410,154,116581,0,0,4,483,,,,,,,
2022,41,ชัยนาท,0,4261,0,4261,0,0,0,9,,,,,,,
2022,41,ชัยภูมิ,6,20513,6,20512,0,0,3,78,,,,,,,
2022,41,ชุมพร,30,14606,30,14606,0,0,0,73,,,,,,,
2022,41,ตรัง,11,10396,11,10389,0,0,1,74,,,,,,,
2022,41,ตราด,15,9621,15,9499,0,0,1,126,,,,,,,
2022,41,ตาก,55,12084,55,11948,0,0,1,79,,,,,,,
2022,41,ทั้งประเทศ,2234,2441459,2234,2424575,0,2478781,53,11184,0,1,2233,2474,-240,61,-8
2022,41,นครนายก,8,12791,8,12791,0,0,0,98,,,,,,,
2022,41,นครปฐม,25,45905,25,45905,0,0,1,180,,,,,,,
2022,41,นครพนม,9,13932,9,13931,0,0,0,79,,,,,,,
2022,41,นครราชสีมา,61,48072,61,48068,0,0,0,376,,,,,,,
2022,41,นครศรีธรรมราช,20,79116,20,79115,0,0,2,245,,,,,,,
2022,41,นครสวรรค์,22,24387,22,24380,0,0,1,164,,,,,,,
2022,41,นนทบุรี,84,73721,84,73699,0,0,1,106,,,,,,,
2022,41,นราธิวาส,21,7915,21,7906,0,0,1,25,,,,,,,
2022,41,น่าน,5,12272,5,12269,0,0,0,32,,,,,,,
2022,41,บึงกาฬ,12,10424,12,10420,0,0,0,20,,,,,,,
2022,41,บุรีรัมย์,52,50087,52,50081,0,0,0,94,,,,,,,
2022,41,ปทุมธานี,89,43843,89,43832,0,0,0,230,,,,,,,
2022,41,ประจวบคีรีขันธ์,23,24065,23,23714,0,0,1,124,,,,,,,
2022,41,ปราจีนบุรี,6,25308,6,25304,0,0,3,117,,,,,,,
2022,41,ปัตตานี,6,11087,6,11042,0,0,0,86,,,,,,,
2022,41,พระนครศรีอยุธยา,5,35974,5,35974,0,0,0,132,,,,,,,
2022,41,พะเยา,2,6170,2,6170,0,0,0,57,,,,,,,
2022,41,พังงา,0,10276,0,9885,0,0,0,31,,,,,,,
2022,41,พัทลุง,24,24086,24,24086,0,0,0,96,,,,,,,
2022,41,พิจิตร,1,5941,1,5941,0,0,1,88,,,,,,,
2022,41,พิษณุโลก,12,20954,12,20954,0,0,1,98,,,,,,,
2022,41,ภูเก็ต,55,53781,55,44499,0,0,0,152,,,,,,,
2022,41,มหาสารคาม,6,28212,6,28205,0,0,0,111,,,,,,,
2022,41,มุกดาหาร,4,6905,4,6903,0,0,0,51,,,,,,,
2022,41,ยะลา,6,9814,6,9800,0,0,1,79,,,,,,,
2022,41,ยโสธร,8,13901,8,13898,0,0,0,103,,,,,,,
2022,41,ร้อยเอ็ด,23,40871,23,40867,0,0,0,236,,,,,,,
2022,41,ระนอง,3,10673,3,10616,0,0,0,25,,,,,,,
2022,41,ระยอง,16,42908,16,42875,0,0,3,197,,,,,,,
2022,41,ราชบุรี,8,41234,8,41233,0,0,0,199,,,,,,,
2022,41,ลพบุรี,16,16061,16,16057,0,0,1,225,,,,,,,
2022,41,ลำปาง,29,10008,29,10006,0,0,3,116,,,,,,,
2022,41,ลำพูน,38,1627,38,1626,0,0,0,45,,,,,,,
2022,41,ศรีสะเกษ,6,30505,6,30495,0,0,0,217,,,,,,,
2022,41,สกลนคร,8,21166,8,21164,0,0,0,149,,,,,,,
2022,41,สงขลา,60,36578,60,36441,0,0,0,145,,,,,,,
2022,41,สตูล,1,10687,1,10669,0,0,0,73,,,,,,,
2022,41,สมุทรปราการ,63,109376,63,108886,0,0,4,400,,,,,,,
2022,41,สมุทรสงคราม,4,13673,4,13673,0,0,0,75,,,,,,,
2022,41,สมุทรสาคร,87,58698,87,58697,0,0,0,146,,,,,,,
2022,41,สระบุรี,18,19740,18,19737,0,0,0,166,,,,,,,
2022,41,สระแก้ว,32,19746,32,19188,0,0,0,84,,,,,,,
2022,41,สิงห์บุรี,3,8347,3,8346,0,0,1,87,,,,,,,
2022,41,สุพรรณบุรี,61,34081,61,34076,0,0,0,161,,,,,,,
2022,41,สุราษฎร์ธานี,16,20465,16,19850,0,0,0,154,,,,,,,
2022,41,สุรินทร์,43,32917,43,32899,0,0,0,111,,,,,,,
2022,41,สุโขทัย,8,15900,8,15898,0,0,0,151,,,,,,,
2022,41,หนองคาย,11,23135,11,23014,0,0,0,77,,,,,,,
2022,41,หนองบัวลำภู,8,11329,8,11329,0,0,1,80,,,,,,,
2022,41,อ่างทอง,3,15909,3,15909,0,0,0,68,,,,,,,
2022,41,อำนาจเจริญ,1,7636,1,7632,0,0,0,35,,,,,,,
2022,41,อุดรธานี,10,29065,10,29042,0,0,0,200,,,,,,,
2022,41,อุตรดิตถ์,18,8815,18,8814,0,0,0,62,,,,,,,
2022,41,อุทัยธานี,23,10844,23,10844,0,0,2,104,,,,,,,
2022,41,อุบลราชธานี,49,41125,49,41107,0,0,0,294,,,,,,,
2022,41,เชียงราย,10,5854,10,5819,0,0,0,123,,,,,,,
2022,41,เชียงใหม่,25,36226,25,36157,0,0,1,305,,,,,,,
2022,41,เพชรบุรี,4,20097,4,20075,0,0,0,106,,,,,,,
2022,41,เพชรบูรณ์,15,12840,15,12837,0,0,0,59,,,,,,,
2022,41,เลย,6,17233,6,17232,0,0,0,128,,,,,,,
2022,41,แพร่,9,9420,9,9416,0,0,2,72,,,,,,,
2022,41,แม่ฮ่องสอน,18,2658,18,2658,0,0,0,38,,,,,,,
2022,41,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,42,กระบี่,28,12939,28,12646,0,0,0,113,,,,,,,
2022,42,กรุงเทพมหานคร,859,504548,859,502581,0,0,6,1447,,,,,,,
2022,42,กาญจนบุรี,3,27209,3,27159,0,0,0,164,,,,,,,
2022,42,กาฬสินธุ์,34,24495,34,24493,0,0,0,170,,,,,,,
2022,42,กำแพงเพชร,0,17278,0,17273,0,0,0,129,,,,,,,
2022,42,ขอนแก่น,50,57216,50,57194,0,0,6,183,,,,,,,
2022,42,จันทบุรี,19,20742,19,20727,0,0,1,65,,,,,,,
2022,42,ฉะเชิงเทรา,9,41757,9,41752,0,0,3,120,,,,,,,
2022,42,ชลบุรี,126,118536,126,116707,0,0,0,483,,,,,,,
2022,42,ชัยนาท,0,4261,0,4261,0,0,0,9,,,,,,,
2022,42,ชัยภูมิ,8,20521,8,20520,0,0,0,78,,,,,,,
2022,42,ชุมพร,67,14673,67,14673,0,0,0,73,,,,,,,
2022,42,ตรัง,23,10419,23,10412,0,0,0,74,,,,,,,
2022,42,ตราด,4,9625,4,9503,0,0,0,126,,,,,,,
2022,42,ตาก,68,12152,68,12016,0,0,1,80,,,,,,,
2022,42,ทั้งประเทศ,2616,2444075,2616,2427191,0,2478781,40,11224,0,0,2616,2292,324,40,0
2022,42,นครนายก,11,12802,11,12802,0,0,0,98,,,,,,,
2022,42,นครปฐม,30,45935,30,45935,0,0,0,180,,,,,,,
2022,42,นครพนม,9,13941,9,13940,0,0,0,79,,,,,,,
2022,42,นครราชสีมา,66,48138,66,48134,0,0,1,377,,,,,,,
2022,42,นครศรีธรรมราช,25,79141,25,79140,0,0,0,245,,,,,,,
2022,42,นครสวรรค์,29,24416,29,24409,0,0,0,164,,,,,,,
2022,42,นนทบุรี,100,73821,100,73799,0,0,0,106,,,,,,,
2022,42,นราธิวาส,20,7935,20,7926,0,0,0,25,,,,,,,
2022,42,น่าน,3,12275,3,12272,0,0,0,32,,,,,,,
2022,42,บึงกาฬ,0,10424,0,10420,0,0,0,20,,,,,,,
2022,42,บุรีรัมย์,68,50155,68,50149,0,0,0,94,,,,,,,
2022,42,ปทุมธานี,74,43917,74,43906,0,0,0,230,,,,,,,
2022,42,ประจวบคีรีขันธ์,23,24088,23,23737,0,0,0,124,,,,,,,
2022,42,ปราจีนบุรี,4,25312,4,25308,0,0,0,117,,,,,,,
2022,42,ปัตตานี,1,11088,1,11043,0,0,0,86,,,,,,,
2022,42,พระนครศรีอยุธยา,5,35979,5,35979,0,0,0,132,,,,,,,
2022,42,พะเยา,7,6177,7,6177,0,0,0,57,,,,,,,
2022,42,พังงา,0,10276,0,9885,0,0,0,31,,,,,,,
2022,42,พัทลุง,3,24089,3,24089,0,0,0,96,,,,,,,
2022,42,พิจิตร,5,5946,5,5946,0,0,0,88,,,,,,,
2022,42,พิษณุโลก,17,20971,17,20971,0,0,1,99,,,,,,,
2022,42,ภูเก็ต,57,53838,57,44556,0,0,0,152,,,,,,,
2022,42,มหาสารคาม,17,28229,17,28222,0,0,0,111,,,,,,,
2022,42,มุกดาหาร,2,6907,2,6905,0,0,0,51,,,,,,,
2022,42,ยะลา,7,9821,7,9807,0,0,0,79,,,,,,,
2022,42,ยโสธร,5,13906,5,13903,0,0,0,103,,,,,,,
2022,42,ร้อยเอ็ด,14,40885,14,40881,0,0,0,236,,,,,,,
2022,42,ระนอง,0,10673,0,10616,0,0,0,25,,,,,,,
2022,42,ระยอง,11,42919,11,42886,0,0,2,199,,,,,,,
2022,42,ราชบุรี,15,41249,15,41248,0,0,0,199,,,,,,,
2022,42,ลพบุรี,9,16070,9,16066,0,0,0,225,,,,,,,
2022,42,ลำปาง,26,10034,26,10032,0,0,1,117,,,,,,,
2022,42,ลำพูน,55,1682,55,1681,0,0,1,46,,,,,,,
2022,42,ศรีสะเกษ,9,30514,9,30504,0,0,0,217,,,,,,,
2022,42,สกลนคร,30,21196,30,21194,0,0,0,149,,,,,,,
2022,42,สงขลา,93,36671,93,36534,0,0,0,145,,,,,,,
2022,42,สตูล,1,10688,1,10670,0,0,0,73,,,,,,,
2022,42,สมุทรปราการ,51,109427,51,108937,0,0,2,402,,,,,,,
2022,42,สมุทรสงคราม,8,13681,8,13681,0,0,0,75,,,,,,,
2022,42,สมุทรสาคร,80,58778,80,58777,0,0,0,146,,,,,,,
2022,42,สระบุรี,19,19759,19,19756,0,0,0,166,,,,,,,
2022,42,สระแก้ว,14,19760,14,19202,0,0,1,85,,,,,,,
2022,42,สิงห์บุรี,6,8353,6,8352,0,0,0,87,,,,,,,
2022,42,สุพรรณบุรี,18,34099,18,34094,0,0,0,161,,,,,,,
2022,42,สุราษฎร์ธานี,27,20492,27,19877,0,0,2,156,,,,,,,
2022,42,สุรินทร์,52,32969,52,32951,0,0,2,113,,,,,,,
2022,42,สุโขทัย,23,15923,23,15921,0,0,3,154,,,,,,,
2022,42,หนองคาย,2,23137,2,23016,0,0,0,77,,,,,,,
2022,42,หนองบัวลำภู,6,11335,6,11335,0,0,2,82,,,,,,,
2022,42,อ่างทอง,7,15916,7,15916,0,0,1,69,,,,,,,
2022,42,อำนาจเจริญ,0,7636,0,7632,0,0,0,35,,,,,,,
2022,42,อุดรธานี,10,29075,10,29052,0,0,1,201,,,,,,,
2022,42,อุตรดิตถ์,6,8821,6,8820,0,0,0,62,,,,,,,
2022,42,อุทัยธานี,25,10869,25,10869,0,0,0,104,,,,,,,
2022,42,อุบลราชธานี,29,41154,29,41136,0,0,0,294,,,,,,,
2022,42,เชียงราย,8,5862,8,5827,0,0,0,123,,,,,,,
2022,42,เชียงใหม่,25,36251,25,36182,0,0,0,305,,,,,,,
2022,42,เพชรบุรี,9,20106,9,20084,0,0,1,107,,,,,,,
2022,42,เพชรบูรณ์,15,12855,15,12852,0,0,0,59,,,,,,,
2022,42,เลย,10,17243,10,17242,0,0,0,128,,,,,,,
2022,42,แพร่,14,9434,14,9430,0,0,2,74,,,,,,,
2022,42,แม่ฮ่องสอน,3,2661,3,2661,0,0,0,38,,,,,,,
2022,42,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,43,กระบี่,49,12988,49,12695,0,0,0,113,,,,,,,
2022,43,กรุงเทพมหานคร,715,505263,715,503296,0,0,10,1457,,,,,,,
2022,43,กาญจนบุรี,4,27213,4,27163,0,0,0,164,,,,,,,
2022,43,กาฬสินธุ์,32,24527,32,24525,0,0,0,170,,,,,,,
2022,43,กำแพงเพชร,4,17282,4,17277,0,0,0,129,,,,,,,
2022,43,ขอนแก่น,62,57278,62,57256,0,0,0,183,,,,,,,
2022,43,จันทบุรี,23,20765,23,20750,0,0,1,66,,,,,,,
2022,43,ฉะเชิงเทรา,10,41767,10,41762,0,0,0,120,,,,,,,
2022,43,ชลบุรี,129,118665,129,116836,0,0,2,485,,,,,,,
2022,43,ชัยนาท,1,4262,1,4262,0,0,0,9,,,,,,,
2022,43,ชัยภูมิ,34,20555,34,20554,0,0,0,78,,,,,,,
2022,43,ชุมพร,67,14740,67,14740,0,0,0,73,,,,,,,
2022,43,ตรัง,3,10422,3,10415,0,0,0,74,,,,,,,
2022,43,ตราด,13,9638,13,9516,0,0,0,126,,,,,,,
2022,43,ตาก,62,12214,62,12078,0,0,1,81,,,,,,,
2022,43,ทั้งประเทศ,2551,2446626,2551,2429742,0,2478781,33,11257,0,0,2548,2574,-23,28,5
2022,43,นครนายก,25,12827,25,12827,0,0,0,98,,,,,,,
2022,43,นครปฐม,26,45961,26,45961,0,0,0,180,,,,,,,
2022,43,นครพนม,5,13946,5,13945,0,0,0,79,,,,,,,
2022,43,นครราชสีมา,78,48216,78,48212,0,0,3,380,,,,,,,
2022,43,นครศรีธรรมราช,35,79176,35,79175,0,0,0,245,,,,,,,
2022,43,นครสวรรค์,25,24441,25,24434,0,0,0,164,,,,,,,
2022,43,นนทบุรี,67,73888,67,73866,0,0,0,106,,,,,,,
2022,43,นราธิวาส,0,7935,0,7926,0,0,0,25,,,,,,,
2022,43,น่าน,11,12286,11,12283,0,0,0,32,,,,,,,
2022,43,บึงกาฬ,1,10425,1,10421,0,0,0,20,,,,,,,
2022,43,บุรีรัมย์,57,50212,57,50206,0,0,1,95,,,,,,,
2022,43,ปทุมธานี,65,43982,65,43971,0,0,0,230,,,,,,,
2022,43,ประจวบคีรีขันธ์,26,24114,26,23763,0,0,0,124,,,,,,,
2022,43,ปราจีนบุรี,6,25318,6,25314,0,0,0,117,,,,,,,
2022,43,ปัตตานี,3,11091,3,11046,0,0,0,86,,,,,,,
2022,43,พระนครศรีอยุธยา,7,35986,7,35986,0,0,1,133,,,,,,,
2022,43,พะเยา,2,6179,2,6179,0,0,0,57,,,,,,,
2022,43,พังงา,0,10276,0,9885,0,0,0,31,,,,,,,
2022,43,พัทลุง,2,24091,2,24091,0,0,0,96,,,,,,,
2022,43,พิจิตร,0,5946,0,5946,0,0,0,88,,,,,,,
2022,43,พิษณุโลก,22,20993,22,20993,0,0,0,99,,,,,,,
2022,43,ภูเก็ต,53,53891,53,44609,0,0,0,152,,,,,,,
2022,43,มหาสารคาม,4,28233,4,28226,0,0,0,111,,,,,,,
2022,43,มุกดาหาร,5,6912,5,6910,0,0,0,51,,,,,,,
2022,43,ยะลา,6,9827,6,9813,0,0,1,80,,,,,,,
2022,43,ยโสธร,3,13909,3,13906,0,0,0,103,,,,,,,
2022,43,ร้อยเอ็ด,14,40899,14,40895,0,0,0,236,,,,,,,
2022,43,ระนอง,3,10676,3,10619,0,0,0,25,,,,,,,
2022,43,ระยอง,14,42933,14,42900,0,0,0,199,,,,,,,
2022,43,ราชบุรี,22,41271,22,41270,0,0,0,199,,,,,,,
2022,43,ลพบุรี,12,16082,12,16078,0,0,0,225,,,,,,,
2022,43,ลำปาง,18,10052,18,10050,0,0,2,119,,,,,,,
2022,43,ลำพูน,32,1714,32,1713,0,0,0,46,,,,,,,
2022,43,ศรีสะเกษ,2,30516,2,30506,0,0,0,217,,,,,,,
2022,43,สกลนคร,4,21200,4,21198,0,0,0,149,,,,,,,
2022,43,สงขลา,111,36782,111,36645,0,0,0,145,,,,,,,
2022,43,สตูล,1,10689,1,10671,0,0,0,73,,,,,,,
2022,43,สมุทรปราการ,81,109508,81,109018,0,0,3,405,,,,,,,
2022,43,สมุทรสงคราม,9,13690,9,13690,0,0,1,76,,,,,,,
2022,43,สมุทรสาคร,87,58865,87,58864,0,0,0,146,,,,,,,
2022,43,สระบุรี,33,19792,33,19789,0,0,0,166,,,,,,,
2022,43,สระแก้ว,26,19786,26,19228,0,0,0,85,,,,,,,
2022,43,สิงห์บุรี,1,8354,1,8353,0,0,0,87,,,,,,,
2022,43,สุพรรณบุรี,69,34168,69,34163,0,0,0,161,,,,,,,
2022,43,สุราษฎร์ธานี,20,20512,20,19897,0,0,0,156,,,,,,,
2022,43,สุรินทร์,39,33008,39,32990,0,0,1,114,,,,,,,
2022,43,สุโขทัย,17,15940,17,15938,0,0,4,158,,,,,,,
2022,43,หนองคาย,7,23144,7,23023,0,0,0,77,,,,,,,
2022,43,หนองบัวลำภู,1,11336,1,11336,0,0,0,82,,,,,,,
2022,43,อ่างทอง,4,15920,4,15920,0,0,0,69,,,,,,,
2022,43,อำนาจเจริญ,0,7636,0,7632,0,0,0,35,,,,,,,
2022,43,อุดรธานี,19,29094,19,29071,0,0,0,201,,,,,,,
2022,43,อุตรดิตถ์,11,8832,11,8831,0,0,0,62,,,,,,,
2022,43,อุทัยธานี,14,10883,14,10883,0,0,0,104,,,,,,,
2022,43,อุบลราชธานี,24,41178,24,41160,0,0,0,294,,,,,,,
2022,43,เชียงราย,14,5876,14,5841,0,0,0,123,,,,,,,
2022,43,เชียงใหม่,27,36278,27,36209,0,0,0,305,,,,,,,
2022,43,เพชรบุรี,8,20114,8,20092,0,0,0,107,,,,,,,
2022,43,เพชรบูรณ์,22,12877,22,12874,0,0,0,59,,,,,,,
2022,43,เลย,24,17267,24,17266,0,0,0,128,,,,,,,
2022,43,แพร่,17,9451,17,9447,0,0,2,76,,,,,,,
2022,43,แม่ฮ่องสอน,2,2663,2,2663,0,0,0,38,,,,,,,
2022,43,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,44,กระบี่,147,13135,147,12842,0,0,3,116,,,,,,,
2022,44,กรุงเทพมหานคร,4069,509332,4056,507352,0,0,4,1461,,,,,,,
2022,44,กาญจนบุรี,427,27640,427,27590,0,0,0,164,,,,,,,
2022,44,กาฬสินธุ์,254,24781,254,24779,0,0,0,170,,,,,,,
2022,44,กำแพงเพชร,282,17564,282,17559,0,0,0,129,,,,,,,
2022,44,ขอนแก่น,679,57957,679,57935,0,0,1,184,,,,,,,
2022,44,จันทบุรี,264,21029,264,21014,0,0,1,67,,,,,,,
2022,44,ฉะเชิงเทรา,426,42193,426,42188,0,0,0,120,,,,,,,
2022,44,ชลบุรี,1214,119879,1199,118035,0,0,11,496,,,,,,,
2022,44,ชัยนาท,21,4283,21,4283,0,0,0,9,,,,,,,
2022,44,ชัยภูมิ,169,20724,169,20723,0,0,0,78,,,,,,,
2022,44,ชุมพร,114,14854,114,14854,0,0,1,74,,,,,,,
2022,44,ตรัง,74,10496,74,10489,0,0,0,74,,,,,,,
2022,44,ตราด,128,9766,128,9644,0,0,0,126,,,,,,,
2022,44,ตาก,206,12420,206,12284,0,0,0,81,,,,,,,
2022,44,ทั้งประเทศ,25146,2471772,25059,2454801,0,2478781,40,11297,87,18,24736,25178,-32,36,4
2022,44,นครนายก,47,12874,47,12874,0,0,0,98,,,,,,,
2022,44,นครปฐม,614,46575,614,46575,0,0,0,180,,,,,,,
2022,44,นครพนม,194,14140,194,14139,0,0,0,79,,,,,,,
2022,44,นครราชสีมา,520,48736,520,48732,0,0,1,381,,,,,,,
2022,44,นครศรีธรรมราช,859,80035,859,80034,0,0,0,245,,,,,,,
2022,44,นครสวรรค์,332,24773,332,24766,0,0,0,164,,,,,,,
2022,44,นนทบุรี,863,74751,863,74729,0,0,2,108,,,,,,,
2022,44,นราธิวาส,29,7964,29,7955,0,0,0,25,,,,,,,
2022,44,น่าน,156,12442,156,12439,0,0,0,32,,,,,,,
2022,44,บึงกาฬ,128,10553,128,10549,0,0,0,20,,,,,,,
2022,44,บุรีรัมย์,550,50762,550,50756,0,0,0,95,,,,,,,
2022,44,ปทุมธานี,443,44425,443,44414,0,0,0,230,,,,,,,
2022,44,ประจวบคีรีขันธ์,326,24440,326,24089,0,0,0,124,,,,,,,
2022,44,ปราจีนบุรี,328,25646,328,25642,0,0,0,117,,,,,,,
2022,44,ปัตตานี,51,11142,50,11096,0,0,0,86,,,,,,,
2022,44,พระนครศรีอยุธยา,251,36237,251,36237,0,0,0,133,,,,,,,
2022,44,พะเยา,53,6232,53,6232,0,0,0,57,,,,,,,
2022,44,พังงา,82,10358,75,9960,0,0,0,31,,,,,,,
2022,44,พัทลุง,283,24374,283,24374,0,0,0,96,,,,,,,
2022,44,พิจิตร,76,6022,76,6022,0,0,0,88,,,,,,,
2022,44,พิษณุโลก,274,21267,274,21267,0,0,0,99,,,,,,,
2022,44,ภูเก็ต,322,54213,278,44887,0,0,1,153,,,,,,,
2022,44,มหาสารคาม,284,28517,284,28510,0,0,3,114,,,,,,,
2022,44,มุกดาหาร,49,6961,49,6959,0,0,0,51,,,,,,,
2022,44,ยะลา,47,9874,47,9860,0,0,0,80,,,,,,,
2022,44,ยโสธร,148,14057,148,14054,0,0,0,103,,,,,,,
2022,44,ร้อยเอ็ด,575,41474,575,41470,0,0,0,236,,,,,,,
2022,44,ระนอง,102,10778,102,10721,0,0,0,25,,,,,,,
2022,44,ระยอง,408,43341,408,43308,0,0,0,199,,,,,,,
2022,44,ราชบุรี,416,41687,416,41686,0,0,0,199,,,,,,,
2022,44,ลพบุรี,130,16212,130,16208,0,0,0,225,,,,,,,
